TX_0000,"\col(1)1ルピ-\col(0)手に入れた!
。。。"
TX_0504,"\pos(2)\col(3)ネ-ルのいえ\col(0)にいけば
なにか 手がかりが
のこっているかもしれないわね!
いってみると いいんじゃない?"
TX_0523,"\pos(2)\col(3)ネ-ルのいえ\col(0)にいけば
なにか 手がかりが
のこっているかもしれないわね!
いってみると いいんじゃない?"
TX_0524,"\pos(2)\col(3)ネ-ルのいえ\col(0)にいけば
なにか 手がかりが
のこっているかもしれないわね!
いってみると いいんじゃない?"
TX_0505,"\pos(2)\col(1)時のたてごと\col(0)があれば
\col(3)時のあな\col(0)から じだいを
さかのぼれるんじゃ ないかしら"
TX_0506,"\pos(2)\col(1)時のたてごと\col(0)があれば
\col(3)時のあな\col(0)から じだいを
さかのぼれるんじゃ ないかしら"
TX_0525,"\pos(2)\col(1)時のたてごと\col(0)があれば
\col(3)時のあな\col(0)から じだいを
さかのぼれるんじゃ ないかしら"
TX_0526,"\pos(2)\col(1)時のたてごと\col(0)があれば
\col(3)時のあな\col(0)から じだいを
さかのぼれるんじゃ ないかしら"
TX_0507,"\pos(2)南の海にうかぶ\col(3)ミカヅキじま\col(0)に
\col(1)時空のことわり\col(0)のけはいを
かんじるわ!!
でも \col(3)ミカヅキじま\col(0)は
海を わたらなきゃ いけないから
気をつけてね"
TX_0508,"\pos(2)南の海にうかぶ\col(3)ミカヅキじま\col(0)に
\col(1)時空のことわり\col(0)のけはいを
かんじるわ!!
でも \col(3)ミカヅキじま\col(0)は
海を わたらなきゃ いけないから
気をつけてね"
TX_0527,"\pos(2)南の海にうかぶ\col(3)ミカヅキじま\col(0)に
\col(1)時空のことわり\col(0)のけはいを
かんじるわ!!
でも \col(3)ミカヅキじま\col(0)は
海を わたらなきゃ いけないから
気をつけてね"
TX_0528,"\pos(2)南の海にうかぶ\col(3)ミカヅキじま\col(0)に
\col(1)時空のことわり\col(0)のけはいを
かんじるわ!!
でも \col(3)ミカヅキじま\col(0)は
海を わたらなきゃ いけないから
気をつけてね"
TX_0509,"\pos(2)むかしの世界で \col(3)暗黒の塔\col(0)が
だんだん できてきているのよ
いそがないと ホントに
たいへんなことに なっちゃう!\n"
TX_0529,"\pos(2)むかしの世界で \col(3)暗黒の塔\col(0)が
だんだん できてきているのよ
いそがないと ホントに
たいへんなことに なっちゃう!\n"
TX_050a,"\pos(2)\col(3)レンヌのまち\col(0)の北西の山から
\col(1)ことわり\col(0)のひびきが きこえるわ
いってみてもらえないかな?"
TX_052a,"\pos(2)\col(3)レンヌのまち\col(0)の北西の山から
\col(1)ことわり\col(0)のひびきが きこえるわ
いってみてもらえないかな?"
TX_050b,"\pos(2)う-ん たしか \col(3)ネ-ルのいえ\col(0)の
北にある山も \col(1)ことわり\col(0)に
カンケイしていた ハズ
なんだけど。。。
ごめんね うまくおもいだせなくて"
TX_050c,"\pos(2)う-ん たしか \col(3)ネ-ルのいえ\col(0)の
北にある山も \col(1)ことわり\col(0)に
カンケイしていた ハズ
なんだけど。。。
ごめんね うまくおもいだせなくて"
TX_052b,"\pos(2)う-ん たしか \col(3)ネ-ルのいえ\col(0)の
北にある山も \col(1)ことわり\col(0)に
カンケイしていた ハズ
なんだけど。。。
ごめんね うまくおもいだせなくて"
TX_052c,"\pos(2)う-ん たしか \col(3)ネ-ルのいえ\col(0)の
北にある山も \col(1)ことわり\col(0)に
カンケイしていた ハズ
なんだけど。。。
ごめんね うまくおもいだせなくて"
TX_050d,"\pos(2)ゴロンの いいつたえどおりに
すれば なんとかなるのかしら?"
TX_052d,"\pos(2)ゴロンの いいつたえどおりに
すれば なんとかなるのかしら?"
TX_050e,"\pos(2)これも \col(3)ネ-ル\col(0)が
つれていかれた せいかな。。。"
TX_050f,"\pos(2)これも \col(3)ネ-ル\col(0)が
つれていかれた せいかな。。。"
TX_052e,"\pos(2)これも \col(3)ネ-ル\col(0)が
つれていかれた せいかな。。。"
TX_052f,"\pos(2)これも \col(3)ネ-ル\col(0)が
つれていかれた せいかな。。。"
TX_0510,"\pos(2)なんだろう? \col(3)ゴロゴロ山\col(0)から
まだ \col(1)ことわり\col(0)のひびきが
きこえてくるわ"
TX_0511,"\pos(2)なんだろう? \col(3)ゴロゴロ山\col(0)から
まだ \col(1)ことわり\col(0)のひびきが
きこえてくるわ"
TX_0530,"\pos(2)なんだろう? \col(3)ゴロゴロ山\col(0)から
まだ \col(1)ことわり\col(0)のひびきが
きこえてくるわ"
TX_0531,"\pos(2)なんだろう? \col(3)ゴロゴロ山\col(0)から
まだ \col(1)ことわり\col(0)のひびきが
きこえてくるわ"
TX_0512,"\pos(2)\Linkさまが ほかの女のコの
ために -生ケンメイなのって
ちょっぴり ジェラシ-
だけど ほかならぬ
時のみこ だもの。。。"
TX_0532,"\pos(2)\Linkさまが ほかの女のコの
ために -生ケンメイなのって
ちょっぴり ジェラシ-
だけど ほかならぬ
時のみこ だもの。。。"
TX_0513,"\pos(2)はやく \col(3)アンビきゅうでん\col(0)へ
たすけにいってあげてね\heart"
TX_0533,"\pos(2)はやく \col(3)アンビきゅうでん\col(0)へ
たすけにいってあげてね\heart"
TX_0514,"\pos(2)ウ-ン。。。 \col(1)ことわり\col(0)は
大きな おサカナの中? 。。。"
TX_0515,"\pos(2)ウ-ン。。。 \col(1)ことわり\col(0)は
大きな おサカナの中? 。。。"
TX_0534,"\pos(2)ウ-ン。。。 \col(1)ことわり\col(0)は
大きな おサカナの中? 。。。"
TX_0535,"\pos(2)ウ-ン。。。 \col(1)ことわり\col(0)は
大きな おサカナの中? 。。。"
TX_0516,"\pos(2)さいごの\col(1)ことわり\col(0)は
\col(3)ラブレンヌ\col(0)のどこかに
きっと あるハズ。。。
がんばって!"
TX_0517,"\pos(2)さいごの\col(1)ことわり\col(0)は
\col(3)ラブレンヌ\col(0)のどこかに
きっと あるハズ。。。
がんばって!"
TX_0536,"\pos(2)さいごの\col(1)ことわり\col(0)は
\col(3)ラブレンヌ\col(0)のどこかに
きっと あるハズ。。。
がんばって!"
TX_0537,"\pos(2)さいごの\col(1)ことわり\col(0)は
\col(3)ラブレンヌ\col(0)のどこかに
きっと あるハズ。。。
がんばって!"
TX_0518,"\pos(2)がんばって \Linkさま!
\col(3)ベラン\col(0)は \col(3)暗黒の塔\col(0)の
ちょうじょうに いるハズよ!"
TX_0519,"\pos(2)がんばって \Linkさま!
\col(3)ベラン\col(0)は \col(3)暗黒の塔\col(0)の
ちょうじょうに いるハズよ!"
TX_0538,"\pos(2)がんばって \Linkさま!
\col(3)ベラン\col(0)は \col(3)暗黒の塔\col(0)の
ちょうじょうに いるハズよ!"
TX_0539,"\pos(2)がんばって \Linkさま!
\col(3)ベラン\col(0)は \col(3)暗黒の塔\col(0)の
ちょうじょうに いるハズよ!"
TX_051a,"\pos(2)「まやかしの目」なんて
\Linkさまなら ダイジョウブ
しんじているわ わたし\heart"
TX_051b,"\pos(2)「まやかしの目」なんて
\Linkさまなら ダイジョウブ
しんじているわ わたし\heart"
TX_053a,"\pos(2)「まやかしの目」なんて
\Linkさまなら ダイジョウブ
しんじているわ わたし\heart"
TX_053b,"\pos(2)「まやかしの目」なんて
\Linkさまなら ダイジョウブ
しんじているわ わたし\heart"
TX_051c,"\pos(2)は〜 へいわって いいわね〜
\Linkさまのコト ず-っと
かんがえていられるんだから\heart"
TX_053c,"\pos(2)は〜 へいわって いいわね〜
\Linkさまのコト ず-っと
かんがえていられるんだから\heart"
TX_051d,\pos(2)きゃっ。。。
TX_051e,\pos(2)きゃっ。。。
TX_051f,\pos(2)きゃっ。。。
TX_053d,\pos(2)きゃっ。。。
TX_053e,\pos(2)きゃっ。。。
TX_053f,\pos(2)きゃっ。。。
TX_0540,\pos(2)きゃっ。。。
TX_0541,"\pos(2)なに? カラダが へん!
どうしちゃったの きえちゃう
もしかして むかしの世界で。。。
キャ-!"
TX_0542,"\pos(2)う〜ん。。。
おかしいわ。。。 なんだか
アタマがハッキリしないわ。。。
なんだか たくさんだいじなことを
わすれてるような。。。"
TX_0543,"\pos(2)。。。あっ!?
ア。。。ア。。。アナタは。。。!
\Link! \Linkさま\heart"
TX_0544,"\pos(2)どうして ココにいるの-!?
わたし ずっとずっと ずぅ〜っと
あいたかったのよ\heart
ねえ。。。おぼえてる?
なんびゃく年まえだったかしら?
\Linkさまが してくれた
や。く。そ。く\heart"
TX_0545,"\pos(2) 「オレが大きくなったら
  おヨメさんにしてやるぜ」
って \Linkさま
そう いってくれたわよね\heart
それが なんびゃく年まっても
\Linkさま きてくれないし\stop
でも。。。"
TX_0546,"\pos(2)わたしを すてるなんて
そんな バカなことが
あるハズないし\heart
ふたりは 時をこえて
あかいイトで むすばれて。。。"
TX_0547,"\pos(2)え?それどころじゃないって?\stop
あ〜ん わたしのキモチ
きいてほしいのに!\stop
わかったわ!
\col(3)ベラン\col(0)って女のハナシでしょう?"
TX_0548,"\pos(2)\col(3)ベラン\col(0)って \col(3)アンビ女王\col(0)の
力をりようして 天までとどく塔を
たてて 闇の力を手に入れようと
しているんじゃ ないかしら
「心 悪しき者が 闇の力を
 手に入れてしまうと"
TX_0549,"\pos(2) この世はまさに 暗黒に
 つつまれてしまう」
ってことだとおもうの。。。"
TX_054a,"\pos(2)むかしが かわれば
いまも かわっちゃうわ
\col(3)ベラン\col(0)が むかしの世界で闇の力を
手に入れたら いまの世界は
\col(3)ベラン\col(0)のおもいどおりに。。。
もう 暗黒も暗黒! 真っ暗よ!
おねがいよ \Linkさま!
いっこくもはやく \col(3)ベラン\col(0)をたおし
\col(3)ネ-ル\col(0)を たすけだして!\stop
もう1かい きいておく?
  \opt()はい \opt()いいえ"
TX_054b,"\pos(2)ハッキリとは
おもいだせないんだけど
\col(3)ベラン\col(0)を たおすには
\col(3)ラブレンヌ\col(0)のかくちに
ちらばっていると いわれる
8つの\col(1)「時空のことわり」\col(0)が
ひつようだと おもうの!\stop
\col(1)ことわり\col(0)は 真実を見きわめる
力のみなもと。。。 そして
わたしの“きおく”でもあるのよ!
真実を見きわめられなければ
\col(3)ベラン\col(0)は たおせないわ!"
TX_054c,"\pos(2)時のながれが くるってしまった
せいで わたしのきおくも
ポッカリなくなってしまって。。。"
TX_054d,"\pos(2)いったい どうすればいいのか
わからなくなっちゃったの。。。"
TX_054e,"\pos(2)でも \col(1)ことわり\col(0)が あつまれば
すべてを おもいだせるハズよ!
そうすれば きっと \col(3)ベラン\col(0)を
たおすことだって!!
だから \Linkさま!
わたしの ねがいをきいて!"
TX_054f,"\pos(2)まずは ここから東の\col(3)ヨ-ルぼち\col(0)に
いってみてほしいの
さいしょの \col(1)ことわり\col(0)の
ひびきが きこえてくるわ"
TX_0550,"\pos(2)いまのわたしじゃ たいしたことは
できないけど コレをもっていって"
TX_0551,"\pos(2)おかえりなさい \Linkさま!
ついに \col(3)ベラン\col(0)をたおしたのね!
わたし \Linkさまのこと
ちゃんと しんじていたんだから\heart
きっと わたしのところに
かえってきてくれる。。。って\heart"
TX_0552,"\pos(2)おかえりなさい \Linkさま!
これで 世界はへいわなのね!
わたし \Linkさまのこと
ちゃんと しんじていたんだから\heart
そして きっと わたしのところに
かえってきてくれる。。。って\heart"
TX_0553,"\pos(2)でもね \Linkさま
いまも \col(3)ベラン\col(0)って
むかしの世界に いるんでしょ?\stop
だったら まだ
暗黒じだいは つづくってこと?
そんなことになったら
いまのじだいまで 暗黒じだいが
つづくって コトじゃないの?"
TX_0554,"\pos(2)いったいアイツは なにものなの?
\col(3)ベラン\col(0)の はいごに
あんなヤツがいるの?
いったい どうなってるのかしら"
TX_0555,"\pos(2)\Linkさま
つぎの\col(1)ことわり\col(0)のありかは。。。"
TX_0556,"\pos(2)え? ヘンだわ わたし
大きな おサカナの中から
\col(1)ことわり\col(0)のひびきが きこえるわ"
TX_0557,"\pos(2)\col(3)ベラン\col(0)のはいごにも
\col(3)ツインロ-バ\col(0)が!?
「大魔王」って いってたわよね?
いったい なにものなのかしら?
\Linkさま
とっても 悪いよかんがするの!
なんとしても とめてください!"
TX_0558,"\pos(2)それより \Linkさま
つぎの\col(1)ことわり\col(0)のありかよ!"
TX_0559,"\pos(2)\Linkさま!\stop
\Linkさまは
8つの\col(1)時空のことわり\col(0)をあつめ
\col(1)時空のことわり\col(0)を知る
勇者となったわ\stop
そのおかげで わたしの中の時も
ただしいながれを とりもどし
わすれていたすべてを
おもいだせたわ!
\pos(2)わたしは 時のみこ\col(3)ネ-ル\col(0)を
見まもる まもりがみなのです
そして もうひとつは
この\col(1)マカの実\col(0)のやくめ。。。
この実は \col(1)時空のことわり\col(0)を知る
勇者だけがつかえるの
\col(1)時空のことわり\col(0)を知る勇者とは
時がたっても けっして
ゆらぐことのない真実をさとった者
\Linkさまが つかえば
きっと \col(3)ベラン\col(0)を たおせます!
さあ うけとってください!"
TX_055a,"\pos(2)\Linkさま!\stop
\Linkさまは
8つの\col(1)時空のことわり\col(0)をあつめ
\col(1)時空のことわり\col(0)を知る
勇者となったわ\stop
そのおかげで わたしの中の時も
ただしいながれを とりもどし
わすれていたすべてを
おもいだせたわ!
\pos(2)わたしは 時のみこ\col(3)ネ-ル\col(0)を
見まもる まもりがみなのです
そして もうひとつは
この\col(1)マカの実\col(0)のやくめ。。。
この実は \col(1)時空のことわり\col(0)を知る
勇者だけがつかえるの
\col(1)時空のことわり\col(0)を知る勇者とは
時がたっても けっして
ゆらぐことのない真実をさとった者
\Linkさまが つかえば
きっと \col(3)ベラン\col(0)を たおせます!
さあ うけとってください!"
TX_055d,"\pos(2)\Linkさま!\stop
\Linkさまは
8つの\col(1)時空のことわり\col(0)をあつめ
\col(1)時空のことわり\col(0)を知る
勇者となったわ\stop
そのおかげで わたしの中の時も
ただしいながれを とりもどし
わすれていたすべてを
おもいだせたわ!
\pos(2)わたしは 時のみこ\col(3)ネ-ル\col(0)を
見まもる まもりがみなのです
そして もうひとつは
この\col(1)マカの実\col(0)のやくめ。。。
この実は \col(1)時空のことわり\col(0)を知る
勇者だけがつかえるの
\col(1)時空のことわり\col(0)を知る勇者とは
時がたっても けっして
ゆらぐことのない真実をさとった者
\Linkさまが つかえば
きっと \col(3)ベラン\col(0)を たおせます!
さあ うけとってください!"
